mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Algoritmo__min_samples_leaf,param_Algoritmo__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.8968379497528076,0.02353463162612108,0.13272611300150552,0.005597077380065318,50,200,"{'Algoritmo__min_samples_leaf': 50, 'Algoritmo__n_estimators': 200}",0.6796702040927712,0.6569714957872852,0.6740959076485392,0.6702458691761985,0.009658327559271072,17
1.831122875213623,0.15221850370485185,0.2385404109954834,0.055762913737470284,50,400,"{'Algoritmo__min_samples_leaf': 50, 'Algoritmo__n_estimators': 400}",0.6800761382359262,0.6578502844950214,0.6750362457599299,0.6709875561636259,0.009514587369348144,16
1.8178861141204834,0.2177327598655942,0.1945499579111735,0.018064922989041367,50,500,"{'Algoritmo__min_samples_leaf': 50, 'Algoritmo__n_estimators': 500}",0.6794280080913933,0.6587290732027574,0.6749063081299923,0.6710211298080476,0.00888566014527444,15
3.790772279103597,0.30657724532048886,0.46487681070963544,0.05407691139062469,50,1000,"{'Algoritmo__min_samples_leaf': 50, 'Algoritmo__n_estimators': 1000}",0.6805912311402657,0.6575356986541196,0.6754705109968268,0.6711991469304041,0.00988510016121499,14
0.35976799329121906,0.0059161982681654405,0.05735238393147787,0.005145605728670345,75,100,"{'Algoritmo__min_samples_leaf': 75, 'Algoritmo__n_estimators': 100}",0.6707567089997987,0.653640989167305,0.6742241355728198,0.6662072779133078,0.008997757920569683,25
0.7259047031402588,0.044425255474986956,0.16114886601765951,0.05036338644434098,75,200,"{'Algoritmo__min_samples_leaf': 75, 'Algoritmo__n_estimators': 200}",0.6735232013535686,0.6562294835321152,0.6727127557719663,0.6674884802192166,0.007968185084459602,22
1.6189110279083252,0.2221643308333464,0.2026847998301188,0.008128373604427513,75,400,"{'Algoritmo__min_samples_leaf': 75, 'Algoritmo__n_estimators': 400}",0.6742259108786939,0.6556481836087099,0.6737488374001531,0.6678743106291857,0.008647370938290502,20
1.7974600791931152,0.18926246284896925,0.2744734287261963,0.01636051625718437,75,500,"{'Algoritmo__min_samples_leaf': 75, 'Algoritmo__n_estimators': 500}",0.6742941351044341,0.6549472042893095,0.6737556762227815,0.6676656718721751,0.008996000879431887,21
3.3958232402801514,0.3282697576214391,0.3417593638102214,0.056484673633050965,75,1000,"{'Algoritmo__min_samples_leaf': 75, 'Algoritmo__n_estimators': 1000}",0.6743794153866095,0.654218869679396,0.6738001285698655,0.6674661378786236,0.009370218046581218,23
0.32627209027608234,0.009217186068230675,0.08935769399007161,0.009393139684831735,100,100,"{'Algoritmo__min_samples_leaf': 100, 'Algoritmo__n_estimators': 100}",0.6706407278160402,0.6469953632782579,0.672382782580151,0.6633396245581498,0.01157899956211873,29
0.7128196557362875,0.06770069650296122,0.12576937675476074,0.02129086576659883,100,200,"{'Algoritmo__min_samples_leaf': 100, 'Algoritmo__n_estimators': 200}",0.6685462440858124,0.6508678465915307,0.6720545190939928,0.6638228699237786,0.009271873975904111,26
1.342031717300415,0.19586410584679562,0.19949897130330405,0.0328261941876247,100,400,"{'Algoritmo__min_samples_leaf': 100, 'Algoritmo__n_estimators': 400}",0.6695559626267692,0.6507686836634204,0.6709654365904366,0.6637633609602087,0.009206623802071824,27
1.765597661336263,0.03830722421333621,0.14859366416931152,0.017807069067649124,100,500,"{'Algoritmo__min_samples_leaf': 100, 'Algoritmo__n_estimators': 500}",0.6693819908511313,0.6500984790458474,0.670469621949885,0.6633166972822879,0.00935723268783281,30
2.459153334299723,0.045817939689666354,0.21340266863505045,0.009831320889918055,100,1000,"{'Algoritmo__min_samples_leaf': 100, 'Algoritmo__n_estimators': 1000}",0.6700335322069515,0.6492367873946822,0.6708081436699858,0.6633594877572064,0.009991263012482432,28
